,player_name,season,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
8756,Alan Anderson,16,33.0,198.12,99.79024,13,5.0,2.1,1.1,5.4,0.006,0.149,0.157,0.495,0.1119999999999999
9397,Alan Anderson,17,34.0,198.12,99.79024,30,2.9,0.8,0.4,-10.8,0.011,0.077,0.142,0.494,0.052
1618,Alan Henderson,0,27.0,205.74,106.59412,82,13.2,7.0,0.9,-6.7,0.104,0.123,0.1939999999999999,0.503,0.045
1964,Alan Henderson,1,28.0,205.74,106.59412,73,10.5,5.6,0.7,-8.8,0.109,0.147,0.2239999999999999,0.487,0.05
2616,Alan Henderson,2,29.0,205.74,108.86208,26,5.5,3.7,0.4,1.7,0.087,0.171,0.17,0.527,0.043
2922,Alan Henderson,3,30.0,205.74,108.86208,82,4.8,4.9,0.5,-7.2,0.12,0.182,0.135,0.508,0.046
3159,Alan Henderson,4,31.0,205.74,108.86208,6,4.0,3.5,0.3,-19.6,0.196,0.175,0.188,0.508,0.0559999999999999
3816,Alan Henderson,5,32.0,205.74,108.86208,78,3.5,4.5,0.3,-3.5,0.149,0.1689999999999999,0.114,0.539,0.0289999999999999
4306,Alan Henderson,6,33.0,205.74,108.86208,51,2.5,2.7,0.2,-3.4,0.128,0.17,0.118,0.564,0.032
4504,Alan Henderson,7,34.0,205.74,108.86208,38,3.1,2.8,0.3,-1.3,0.133,0.172,0.109,0.679,0.036
429,Alan Henderson,97,24.0,205.74,106.59412,30,6.6,3.9,0.8,-9.7,0.114,0.184,0.2019999999999999,0.51,0.078
642,Alan Henderson,98,25.0,205.74,106.59412,69,14.3,6.4,1.1,3.4,0.1159999999999999,0.134,0.2339999999999999,0.534,0.068
1013,Alan Henderson,99,26.0,205.74,106.59412,38,12.5,6.6,0.7,-3.1,0.102,0.152,0.2239999999999999,0.485,0.048
8757,Alan Williams,16,23.0,203.2,117.93392,10,2.9,3.8,0.5,-0.2,0.184,0.387,0.201,0.481,0.096
9396,Alan Williams,17,24.0,203.2,117.93392,47,7.4,6.2,0.5,-0.3,0.138,0.293,0.206,0.547,0.049
9917,Alan Williams,18,25.0,203.2,120.20188,5,4.0,4.4,1.6,0.1,0.039,0.26,0.184,0.455,0.195
10274,Alan Williams,19,26.0,203.2,120.20188,5,3.6,3.8,0.6,27.1,0.114,0.405,0.222,0.61,0.176
5041,Alando Tucker,8,24.0,198.12,92.98636,6,3.7,1.3,0.0,-0.2,0.089,0.068,0.25,0.446,0.0
5761,Alando Tucker,9,25.0,198.12,92.98636,30,4.6,1.0,0.4,2.1,0.07,0.048,0.216,0.509,0.064
5940,Alando Tucker,10,26.0,198.12,92.98636,15,3.4,0.7,0.3,-18.9,0.065,0.043,0.243,0.529,0.077
6997,Alec Burks,12,20.0,198.12,91.625584,59,7.2,2.2,0.9,-2.3,0.067,0.091,0.218,0.506,0.1
7617,Alec Burks,13,21.0,198.12,91.625584,64,7.0,2.3,1.4,3.8,0.038,0.111,0.2,0.507,0.127
8098,Alec Burks,14,22.0,198.12,95.707912,78,14.0,3.3,2.7,-7.4,0.03,0.108,0.235,0.547,0.168
8325,Alec Burks,15,23.0,198.12,95.707912,27,13.9,4.2,3.0,-7.4,0.025,0.127,0.21,0.524,0.145
8758,Alec Burks,16,24.0,198.12,97.068688,31,13.3,3.5,2.0,-2.0,0.023,0.139,0.251,0.52,0.14
9395,Alec Burks,17,25.0,198.12,97.068688,42,6.7,2.9,0.7,0.1,0.0289999999999999,0.18,0.2189999999999999,0.501,0.074
9916,Alec Burks,18,26.0,198.12,97.068688,64,7.7,3.0,1.0,-1.0,0.019,0.168,0.221,0.527,0.104
10275,Alec Burks,19,27.0,198.12,97.068688,64,8.8,3.7,2.0,-11.1,0.021,0.151,0.185,0.523,0.142
10845,Alec Burks,20,28.0,198.12,97.068688,66,15.0,4.3,2.9,-6.3,0.025,0.131,0.23,0.561,0.179
11337,Alec Burks,21,29.0,198.12,97.068688,49,12.7,4.6,2.2,5.0,0.016,0.156,0.208,0.564,0.135
11966,Alec Burks,22,30.0,198.12,97.068688,81,11.7,4.9,3.0,2.3,0.019,0.148,0.171,0.5589999999999999,0.158
12598,Alec Burks,23,31.0,198.12,97.068688,51,12.8,3.1,2.2,-1.0,0.017,0.124,0.218,0.602,0.15
9915,Alec Peters,18,23.0,205.74,106.59412,20,4.1,1.9,0.6,7.3,0.032,0.12,0.151,0.523,0.073
11985,Aleem Ford,22,24.0,203.2,99.79024,5,2.8,3.0,0.4,-22.1,0.0279999999999999,0.16,0.148,0.35,0.043
12002,Alekesej Pokusevski,22,20.0,213.36,86.18248,61,7.6,5.2,2.1,-2.5,0.054,0.1889999999999999,0.195,0.485,0.161
426,Aleksandar Djordjevic,97,29.0,187.96,89.811216,8,3.1,0.6,0.6,4.8,0.021,0.07,0.179,0.687,0.135
1617,Aleksandar Radojevic,0,23.0,220.98,111.13004,3,2.3,2.7,0.3,-22.1,0.061,0.231,0.228,0.363,0.077
3817,Aleksandar Radojevic,5,28.0,220.98,113.398,12,1.6,2.3,0.5,-11.8,0.086,0.183,0.1369999999999999,0.406,0.07
11338,Aleksej Pokusevski,21,19.0,213.36,86.18248,45,8.2,4.7,2.2,-16.7,0.025,0.155,0.1969999999999999,0.43,0.133
12608,Aleksej Pokusevski,23,21.0,213.36,95.25432,34,8.1,4.7,1.9,-12.7,0.0579999999999999,0.16,0.179,0.522,0.13
10843,Alen Smailagic,20,19.0,208.28,97.52228,14,4.2,1.9,0.9,-3.0,0.077,0.11,0.175,0.61,0.133
11339,Alen Smailagic,21,20.0,208.28,97.52228,15,1.9,1.1,0.3,-17.6,0.065,0.111,0.165,0.472,0.078
9394,Alex Abrines,17,23.0,198.12,86.18248,68,6.0,1.3,0.6,-2.3,0.019,0.074,0.157,0.56,0.055
9914,Alex Abrines,18,24.0,198.12,86.18248,75,4.7,1.5,0.4,1.2,0.021,0.079,0.126,0.5670000000000001,0.036
10276,Alex Abrines,19,25.0,198.12,90.7184,31,5.3,1.5,0.6,1.6,0.0069999999999999,0.067,0.12,0.507,0.047
4304,Alex Acker,6,23.0,195.58,83.91452,5,1.8,1.0,0.8,-44.4,0.034,0.138,0.228,0.281,0.19
5762,Alex Acker,9,26.0,195.58,83.91452,25,2.9,1.0,0.5,1.8,0.044,0.092,0.203,0.4479999999999999,0.091
9928,Alex Caruso,18,24.0,195.58,84.368112,37,3.6,1.8,2.0,-0.3,0.026,0.086,0.128,0.519,0.185
10277,Alex Caruso,19,25.0,195.58,84.368112,25,9.2,2.7,3.1,3.2,0.035,0.079,0.184,0.569,0.205
10842,Alex Caruso,20,26.0,195.58,84.368112,64,5.5,1.9,1.9,9.8,0.0139999999999999,0.085,0.136,0.525,0.138
11340,Alex Caruso,21,27.0,193.04,84.368112,58,6.4,2.9,2.8,5.5,0.025,0.114,0.144,0.547,0.19
11986,Alex Caruso,22,28.0,195.58,84.368112,41,7.4,3.6,4.0,5.1,0.0289999999999999,0.1009999999999999,0.13,0.528,0.1939999999999999
12599,Alex Caruso,23,29.0,195.58,84.368112,67,5.6,2.9,2.9,6.1,0.0279999999999999,0.099,0.109,0.588,0.155
3160,Alex Garcia,4,24.0,190.5,88.45044,2,1.5,0.0,0.0,11.9,0.0,0.0,0.282,0.19,0.0
3818,Alex Garcia,5,25.0,190.5,88.45044,8,5.5,1.9,2.3,-16.6,0.0559999999999999,0.077,0.1989999999999999,0.409,0.228
8324,Alex Kirk,15,23.0,213.36,111.13004,5,0.8,0.2,0.2,-61.8,0.091,0.0,0.17,0.41,0.125
8099,Alex Len,14,21.0,215.9,115.66596,42,2.0,2.4,0.1,-5.7,0.118,0.1939999999999999,0.14,0.469,0.017
8323,Alex Len,15,22.0,215.9,115.66596,69,6.3,6.6,0.5,0.5,0.102,0.223,0.135,0.542,0.03
8759,Alex Len,16,23.0,215.9,117.93392,78,9.0,7.6,1.2,-7.8,0.103,0.248,0.204,0.482,0.087
9393,Alex Len,17,24.0,215.9,117.93392,77,8.0,6.6,0.6,-11.1,0.104,0.251,0.176,0.5529999999999999,0.043
9913,Alex Len,18,25.0,215.9,113.398,69,8.5,7.5,1.2,-8.6,0.1159999999999999,0.228,0.1639999999999999,0.612,0.093
10278,Alex Len,19,26.0,215.9,113.398,77,11.1,5.5,1.1,-4.4,0.09,0.159,0.214,0.575,0.086
10841,Alex Len,20,27.0,213.36,113.398,55,8.0,5.8,0.9,-5.4,0.094,0.2019999999999999,0.176,0.6,0.083
11341,Alex Len,21,28.0,213.36,113.398,64,6.6,4.1,0.8,-4.0,0.077,0.174,0.161,0.643,0.069
12005,Alex Len,22,29.0,213.36,113.398,39,6.0,4.1,1.2,-5.5,0.076,0.168,0.165,0.5770000000000001,0.104
12600,Alex Len,23,30.0,218.44,113.398,26,1.7,2.3,0.5,6.6,0.143,0.1939999999999999,0.132,0.58,0.099
9392,Alex Poythress,17,23.0,200.66,107.954896,6,10.7,4.8,0.8,-9.6,0.073,0.1369999999999999,0.166,0.5479999999999999,0.052
9911,Alex Poythress,18,24.0,205.74,106.59412,25,1.0,0.7,0.1,-13.0,0.061,0.102,0.1119999999999999,0.5,0.026
10279,Alex Poythress,19,25.0,205.74,106.59412,21,5.1,3.6,0.8,-10.0,0.085,0.151,0.14,0.5710000000000001,0.085
4303,Alex Scales,6,27.0,193.04,88.45044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8760,Alex Stepheson,16,28.0,208.28,122.46984,8,2.8,3.5,0.3,-3.8,0.2019999999999999,0.122,0.17,0.341,0.053
4503,Alexander Johnson,7,24.0,205.74,108.86208,59,4.4,3.1,0.3,-1.9,0.086,0.216,0.161,0.588,0.033
5043,Alexander Johnson,8,25.0,205.74,104.32616,43,4.2,2.2,0.3,-12.3,0.075,0.152,0.181,0.5539999999999999,0.045
7616,Alexey Shved,13,24.0,198.12,82.553744,77,8.6,2.3,3.7,-2.3,0.024,0.084,0.206,0.474,0.248
8100,Alexey Shved,14,25.0,198.12,84.821704,63,4.0,1.3,1.1,-3.6,0.033,0.099,0.213,0.452,0.162
8291,Alexey Shved,15,26.0,198.12,84.821704,42,10.3,2.4,2.5,-8.5,0.031,0.111,0.258,0.541,0.26
5763,Alexis Ajinca,9,21.0,213.36,99.79024,31,2.3,1.0,0.1,2.6,0.063,0.153,0.25,0.43,0.032
5941,Alexis Ajinca,10,22.0,213.36,99.79024,6,1.7,0.7,0.0,11.5,0.036,0.111,0.193,0.479,0.0
6674,Alexis Ajinca,11,23.0,218.44,112.490816,34,4.2,2.3,0.3,-1.4,0.061,0.208,0.212,0.507,0.049
8101,Alexis Ajinca,14,26.0,218.44,112.490816,56,5.9,4.9,0.7,-5.7,0.12,0.222,0.166,0.589,0.067
8320,Alexis Ajinca,15,27.0,218.44,112.490816,68,6.5,4.6,0.7,-0.6,0.13,0.248,0.214,0.595,0.084
8762,Alexis Ajinca,16,28.0,218.44,112.490816,59,6.0,4.6,0.5,-3.0,0.094,0.257,0.206,0.514,0.059
9391,Alexis Ajinca,17,29.0,218.44,112.490816,39,5.3,4.5,0.3,-4.7,0.084,0.225,0.171,0.529,0.031
9910,Alfonzo McKinnie,18,25.0,203.2,97.52228,14,1.5,0.5,0.1,-12.3,0.022,0.098,0.158,0.643,0.027
10280,Alfonzo McKinnie,19,26.0,203.2,97.52228,72,4.7,3.4,0.4,0.9,0.075,0.152,0.131,0.569,0.0409999999999999
10840,Alfonzo McKinnie,20,27.0,200.66,97.52228,40,4.6,2.8,0.4,-7.4,0.061,0.131,0.147,0.493,0.032
11342,Alfonzo McKinnie,21,28.0,200.66,97.52228,39,3.1,1.4,0.2,0.7,0.076,0.113,0.1639999999999999,0.604,0.036
12006,Alfonzo McKinnie,22,29.0,200.66,97.52228,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034
10281,Alize Johnson,19,23.0,205.74,96.161504,14,0.9,1.4,0.1,-1.6,0.051,0.192,0.1159999999999999,0.3329999999999999,0.018
10839,Alize Johnson,20,24.0,200.66,96.161504,17,2.0,2.8,0.4,8.9,0.122,0.241,0.133,0.509,0.075
11344,Alize Johnson,21,25.0,200.66,96.161504,18,5.2,5.0,0.8,-4.5,0.127,0.32,0.175,0.638,0.11
12007,Alize Johnson,22,26.0,203.2,96.161504,23,1.8,2.7,0.4,-10.6,0.156,0.2019999999999999,0.14,0.4629999999999999,0.08
12601,Alize Johnson,23,27.0,203.2,96.161504,4,1.8,2.5,0.3,19.0,0.063,0.211,0.145,0.509,0.042
1627,Allan Houston,0,29.0,198.12,90.7184,82,19.7,3.3,2.7,2.6,0.015,0.085,0.24,0.569,0.13
1962,Allan Houston,1,30.0,198.12,90.7184,78,18.7,3.6,2.2,2.2,0.009,0.107,0.256,0.5429999999999999,0.119
2618,Allan Houston,2,31.0,198.12,90.7184,77,20.4,3.3,2.5,-6.3,0.015,0.086,0.258,0.54,0.123
2921,Allan Houston,3,32.0,198.12,90.7184,82,22.5,2.8,2.7,-1.6,0.01,0.079,0.2689999999999999,0.563,0.129
3161,Allan Houston,4,33.0,198.12,90.7184,50,18.5,2.4,2.0,-0.1,0.013,0.064,0.25,0.539,0.1009999999999999
3819,Allan Houston,5,34.0,198.12,92.98636,20,11.9,1.2,2.1,1.5,0.009,0.043,0.214,0.529,0.127
427,Allan Houston,97,26.0,198.12,90.7184,81,14.8,3.0,2.2,2.9,0.02,0.086,0.223,0.531,0.1169999999999999
643,Allan Houston,98,27.0,198.12,90.7184,82,18.4,3.3,2.6,2.8,0.018,0.096,0.266,0.53,0.14
1014,Allan Houston,99,28.0,198.12,90.7184,50,16.3,3.0,2.7,1.8,0.013,0.08,0.241,0.515,0.152
4502,Allan Ray,7,23.0,187.96,86.18248,47,6.2,1.5,0.9,-3.2,0.0279999999999999,0.096,0.2019999999999999,0.512,0.105
8102,Allen Crabbe,14,22.0,198.12,95.25432,15,2.2,0.6,0.4,1.9,0.011,0.087,0.163,0.475,0.088
8290,Allen Crabbe,15,23.0,198.12,95.25432,51,3.3,1.4,0.8,-1.8,0.011,0.104,0.115,0.525,0.0819999999999999
8775,Allen Crabbe,16,24.0,198.12,95.25432,81,10.3,2.7,1.2,0.1,0.0139999999999999,0.0969999999999999,0.163,0.5720000000000001,0.072
9390,Allen Crabbe,17,25.0,198.12,97.52228,79,10.7,2.9,1.2,-2.8,0.009,0.105,0.149,0.602,0.063
9909,Allen Crabbe,18,26.0,198.12,97.52228,75,13.2,4.3,1.6,-1.9,0.012,0.13,0.183,0.5579999999999999,0.0819999999999999
10282,Allen Crabbe,19,27.0,198.12,96.161504,43,9.6,3.4,1.1,0.3,0.013,0.108,0.159,0.519,0.059
10838,Allen Crabbe,20,28.0,195.58,96.161504,37,4.6,2.1,0.9,-15.0,0.0139999999999999,0.098,0.122,0.47,0.073
1616,Allen Iverson,0,25.0,182.88,74.84268,70,28.4,3.8,4.7,1.2,0.027,0.078,0.3389999999999999,0.496,0.22
1961,Allen Iverson,1,26.0,182.88,74.84268,71,31.1,3.8,4.6,5.7,0.019,0.081,0.354,0.518,0.226
2607,Allen Iverson,2,27.0,182.88,74.84268,60,31.4,4.5,5.5,5.1,0.019,0.093,0.371,0.489,0.266
2920,Allen Iverson,3,28.0,182.88,74.84268,82,27.6,4.2,5.5,1.8,0.022,0.095,0.327,0.5,0.248
3163,Allen Iverson,4,29.0,182.88,74.84268,48,26.4,3.7,6.8,-2.1,0.019,0.079,0.3429999999999999,0.478,0.325
3820,Allen Iverson,5,30.0,182.88,74.84268,75,30.7,4.0,7.9,0.3,0.018,0.089,0.347,0.532,0.361
4302,Allen Iverson,6,31.0,182.88,74.84268,72,33.0,3.2,7.4,0.8,0.016,0.071,0.354,0.5429999999999999,0.331
4501,Allen Iverson,7,32.0,182.88,74.84268,65,26.3,3.0,7.2,0.6,0.009,0.069,0.291,0.54,0.302
5055,Allen Iverson,8,33.0,182.88,81.64656,82,26.4,3.0,7.1,5.8,0.015,0.061,0.266,0.5670000000000001,0.271
5764,Allen Iverson,9,34.0,182.88,81.64656,57,17.5,3.0,5.0,-1.6,0.017,0.08,0.261,0.504,0.238
5942,Allen Iverson,10,35.0,182.88,74.84268,28,13.8,2.8,4.0,-3.0,0.021,0.083,0.2269999999999999,0.515,0.209
428,Allen Iverson,97,22.0,182.88,74.84268,76,23.5,4.1,7.5,-7.0,0.04,0.072,0.284,0.513,0.32
644,Allen Iverson,98,23.0,182.88,74.84268,80,22.0,3.7,6.2,-2.8,0.031,0.076,0.267,0.535,0.294
1015,Allen Iverson,99,24.0,182.88,74.84268,48,26.8,4.9,4.6,3.6,0.038,0.1009999999999999,0.3229999999999999,0.508,0.2339999999999999
10283,Allonzo Trier,19,23.0,195.58,90.7184,64,10.9,3.1,1.9,-7.2,0.02,0.107,0.207,0.564,0.131
10837,Allonzo Trier,20,24.0,193.04,90.7184,24,6.5,1.2,1.2,-11.1,0.018,0.078,0.208,0.62,0.1639999999999999
12602,Alondes Williams,23,24.0,193.04,95.25432,1,0.0,1.0,0.0,-53.0,0.0,0.25,0.143,0.0,0.0
5943,Alonzo Gee,10,23.0,198.12,99.79024,11,7.4,3.0,0.6,-1.4,0.089,0.129,0.205,0.564,0.071
6675,Alonzo Gee,11,24.0,198.12,99.79024,56,5.9,3.3,0.7,-10.7,0.061,0.124,0.144,0.544,0.0559999999999999
6996,Alonzo Gee,12,25.0,198.12,99.336648,63,10.6,5.1,1.8,-6.1,0.061,0.142,0.187,0.516,0.109
7624,Alonzo Gee,13,26.0,198.12,99.336648,82,10.3,3.9,1.6,-8.0,0.032,0.119,0.168,0.505,0.081
8103,Alonzo Gee,14,27.0,198.12,102.0582,65,4.0,2.3,0.7,-7.9,0.037,0.128,0.134,0.491,0.071
8258,Alonzo Gee,15,28.0,198.12,102.0582,54,4.5,1.7,0.5,-5.6,0.062,0.095,0.168,0.5479999999999999,0.062
8763,Alonzo Gee,16,29.0,198.12,102.0582,73,4.5,3.4,1.0,-4.0,0.039,0.126,0.092,0.5720000000000001,0.063
9389,Alonzo Gee,17,30.0,198.12,102.0582,13,0.8,1.2,0.5,1.4,0.046,0.136,0.108,0.306,0.092
1614,Alonzo Mourning,0,30.0,208.28,118.38751200000002,79,21.7,9.5,1.6,5.8,0.096,0.212,0.282,0.596,0.086
1960,Alonzo Mourning,1,31.0,208.28,118.38751200000002,13,13.6,7.8,0.9,5.9,0.142,0.2319999999999999,0.301,0.536,0.079
2605,Alonzo Mourning,2,32.0,208.28,118.38751200000002,75,15.7,8.4,1.2,1.1,0.088,0.206,0.243,0.5579999999999999,0.067
3175,Alonzo Mourning,4,34.0,208.28,118.38751200000002,12,8.0,2.3,0.7,-5.0,0.045,0.098,0.21,0.5579999999999999,0.073
3821,Alonzo Mourning,5,35.0,208.28,118.38751200000002,37,7.6,5.4,0.5,-1.8,0.095,0.228,0.225,0.515,0.052
4301,Alonzo Mourning,6,36.0,208.28,118.38751200000002,65,7.8,5.5,0.2,10.5,0.1169999999999999,0.1939999999999999,0.175,0.615,0.0139999999999999
4500,Alonzo Mourning,7,37.0,208.28,118.38751200000002,77,8.6,4.5,0.2,-0.7,0.1009999999999999,0.154,0.208,0.59,0.02
5044,Alonzo Mourning,8,38.0,208.28,118.38751200000002,25,6.0,3.7,0.3,-0.4,0.103,0.1639999999999999,0.182,0.58,0.032
432,Alonzo Mourning,97,27.0,208.28,118.38751200000002,66,19.8,9.9,1.6,10.5,0.1,0.2289999999999999,0.275,0.578,0.086
645,Alonzo Mourning,98,28.0,208.28,118.38751200000002,58,19.3,9.6,0.9,12.0,0.124,0.212,0.273,0.596,0.052
1016,Alonzo Mourning,99,29.0,208.28,118.38751200000002,46,20.1,11.0,1.6,10.6,0.125,0.216,0.27,0.564,0.086
12008,Alperen Sengun,22,19.0,208.28,110.222856,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193
12603,Alperen Sengun,23,20.0,210.82,110.222856,75,14.8,9.0,3.9,-7.8,0.107,0.204,0.211,0.599,0.1989999999999999
2604,Alton Ford,2,21.0,205.74,124.7378,53,3.1,2.0,0.1,-8.7,0.085,0.193,0.175,0.573,0.027
2919,Alton Ford,3,22.0,205.74,127.00576,11,0.6,0.5,0.1,-16.7,0.0,0.207,0.183,0.3389999999999999,0.071
3164,Alton Ford,4,23.0,205.74,127.00576,9,1.7,1.2,0.3,0.5,0.086,0.25,0.192,0.55,0.158
430,Alton Lister,97,38.0,213.36,111.13004,53,1.6,3.2,0.2,-13.3,0.136,0.249,0.1,0.48,0.038
646,Alton Lister,98,39.0,213.36,111.13004,7,0.9,1.6,0.1,-8.6,0.054,0.22,0.105,0.375,0.04
2603,Alvin Jones,2,23.0,210.82,120.20188,23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036
1017,Alvin Sims,99,24.0,193.04,106.59412,4,2.8,1.0,1.3,-30.0,0.143,0.045,0.272,0.451,0.3329999999999999
1613,Alvin Williams,0,25.0,195.58,83.91452,55,5.3,1.5,2.3,-4.8,0.035,0.083,0.198,0.4629999999999999,0.258
1959,Alvin Williams,1,26.0,195.58,83.91452,82,9.8,2.6,5.0,3.1,0.023,0.078,0.175,0.483,0.267
2602,Alvin Williams,2,27.0,195.58,83.91452,82,11.8,3.4,5.7,-0.9,0.022,0.089,0.183,0.47,0.262
2918,Alvin Williams,3,28.0,195.58,83.91452,78,13.2,3.1,5.3,-5.7,0.023,0.087,0.1969999999999999,0.508,0.266
3165,Alvin Williams,4,29.0,195.58,83.91452,56,8.8,2.7,4.0,-5.8,0.012,0.089,0.171,0.4629999999999999,0.237
4300,Alvin Williams,6,31.0,195.58,88.45044,1,1.0,3.0,0.0,-24.3,0.0,0.3329999999999999,0.1689999999999999,0.129,0.0
4499,Alvin Williams,7,32.0,195.58,88.45044,2,1.0,0.5,1.5,-40.0,0.077,0.0,0.257,0.266,0.429
647,Alvin Williams,98,23.0,195.58,83.91452,54,6.0,1.5,1.9,1.1,0.027,0.0559999999999999,0.158,0.504,0.156
1018,Alvin Williams,99,24.0,195.58,83.91452,50,5.0,1.6,2.6,-3.1,0.02,0.067,0.1369999999999999,0.477,0.207
2601,Amal McCaskill,2,28.0,210.82,111.13004,27,1.9,1.3,0.1,-10.3,0.1119999999999999,0.14,0.223,0.43,0.051
2917,Amal McCaskill,3,29.0,210.82,111.13004,11,1.0,2.0,0.5,-9.2,0.104,0.231,0.135,0.293,0.119
3166,Amal McCaskill,4,30.0,210.82,106.59412,59,1.9,2.3,0.3,-4.1,0.093,0.157,0.118,0.4379999999999999,0.055
439,Amal McCaskill,97,23.0,210.82,106.59412,17,1.6,1.3,0.4,-15.7,0.038,0.2,0.206,0.376,0.146
2916,Amar'e Stoudemire,3,20.0,208.28,111.13004,82,13.5,8.8,1.0,-0.8,0.109,0.206,0.214,0.53,0.05
3167,Amar'e Stoudemire,4,21.0,208.28,111.13004,55,20.6,9.0,1.4,-2.8,0.088,0.188,0.2739999999999999,0.536,0.07
3822,Amar'e Stoudemire,5,22.0,208.28,111.13004,80,26.0,8.9,1.6,10.8,0.088,0.177,0.286,0.617,0.075
4299,Amar'e Stoudemire,6,23.0,208.28,111.13004,3,8.7,5.3,0.7,-2.3,0.113,0.208,0.2769999999999999,0.42,0.063
4486,Amar'e Stoudemire,7,24.0,208.28,111.13004,82,20.4,9.6,1.0,7.8,0.103,0.228,0.256,0.637,0.049
5045,Amar'e Stoudemire,8,25.0,208.28,112.944408,79,25.2,9.1,1.5,8.3,0.085,0.214,0.282,0.6559999999999999,0.072
5765,Amar'e Stoudemire,9,26.0,208.28,112.944408,53,21.4,8.1,2.0,3.3,0.076,0.178,0.248,0.617,0.087
5944,Amar'e Stoudemire,10,27.0,208.28,112.944408,82,23.1,8.9,1.0,5.4,0.098,0.185,0.273,0.615,0.047
6676,Amar'e Stoudemire,11,28.0,208.28,108.86208,78,25.3,8.2,2.6,1.2,0.08,0.177,0.309,0.565,0.128
6995,Amar'e Stoudemire,12,29.0,210.82,117.93392,47,17.5,7.8,1.1,-2.7,0.078,0.1969999999999999,0.251,0.541,0.063
7614,Amar'e Stoudemire,13,30.0,210.82,111.13004,29,14.2,5.0,0.4,3.0,0.105,0.157,0.257,0.637,0.037
8104,Amar'e Stoudemire,14,31.0,210.82,111.13004,65,11.9,4.9,0.5,-6.2,0.09,0.175,0.239,0.596,0.044
8256,Amar'e Stoudemire,15,32.0,208.28,111.13004,59,11.5,5.6,0.8,-4.9,0.105,0.212,0.238,0.595,0.064
8764,Amar'e Stoudemire,16,33.0,208.28,111.13004,52,5.8,4.3,0.5,1.8,0.1009999999999999,0.2289999999999999,0.18,0.599,0.054
11359,Amida Brimah,21,27.0,208.28,104.32616,5,2.6,1.6,0.2,32.8,0.077,0.15,0.176,0.6970000000000001,0.042
10284,Amile Jefferson,19,26.0,205.74,100.697424,12,2.3,1.8,0.3,8.8,0.0819999999999999,0.25,0.125,0.6920000000000001,0.052
10844,Amile Jefferson,20,27.0,205.74,100.697424,18,0.8,1.3,0.2,8.5,0.1119999999999999,0.163,0.129,0.372,0.078
10854,Amir Coffey,20,23.0,200.66,95.25432,18,3.2,0.9,0.8,-0.5,0.025,0.066,0.174,0.493,0.139
11345,Amir Coffey,21,24.0,200.66,95.25432,44,3.2,1.0,0.5,-1.2,0.023,0.081,0.145,0.585,0.09
12009,Amir Coffey,22,25.0,200.66,95.25432,69,9.0,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.1119999999999999
12604,Amir Coffey,23,26.0,200.66,95.25432,50,3.4,1.1,1.1,-8.9,0.026,0.055,0.128,0.498,0.119
4298,Amir Johnson,6,19.0,205.74,95.25432,3,6.7,1.3,1.0,-24.1,0.1,0.026,0.17,0.85,0.125
4498,Amir Johnson,7,20.0,205.74,95.25432,8,5.9,4.6,0.4,-0.3,0.152,0.1669999999999999,0.176,0.6,0.039
5046,Amir Johnson,8,21.0,205.74,95.25432,62,3.6,3.8,0.5,14.1,0.136,0.211,0.136,0.584,0.0579999999999999
5766,Amir Johnson,9,22.0,205.74,95.25432,62,3.5,3.7,0.3,5.6,0.13,0.168,0.111,0.608,0.033
5945,Amir Johnson,10,23.0,205.74,95.25432,82,6.2,4.8,0.6,3.0,0.128,0.185,0.145,0.639,0.05
6663,Amir Johnson,11,24.0,205.74,95.25432,72,9.6,6.4,1.1,-2.8,0.1169999999999999,0.179,0.154,0.608,0.064
6994,Amir Johnson,12,25.0,205.74,95.25432,64,7.1,6.4,1.2,0.7,0.115,0.1889999999999999,0.143,0.6,0.085
7613,Amir Johnson,13,26.0,205.74,95.25432,81,10.0,7.5,1.5,4.1,0.115,0.196,0.16,0.591,0.085
8106,Amir Johnson,14,27.0,205.74,95.25432,77,10.4,6.6,1.5,4.6,0.092,0.173,0.166,0.5920000000000001,0.085
8255,Amir Johnson,15,28.0,205.74,108.86208,75,9.3,6.1,1.6,2.3,0.093,0.1639999999999999,0.157,0.603,0.092
8765,Amir Johnson,16,29.0,205.74,108.86208,79,7.3,6.4,1.7,4.6,0.104,0.1939999999999999,0.1369999999999999,0.602,0.11
9388,Amir Johnson,17,30.0,205.74,108.86208,80,6.5,4.6,1.8,8.0,0.084,0.1689999999999999,0.138,0.628,0.125
9908,Amir Johnson,18,31.0,205.74,108.86208,74,4.6,4.5,1.6,1.5,0.102,0.1689999999999999,0.125,0.575,0.1369999999999999
10285,Amir Johnson,19,32.0,205.74,108.86208,51,3.9,2.9,1.2,-5.0,0.084,0.185,0.1689999999999999,0.574,0.156
3823,Anderson Varejao,5,22.0,208.28,104.32616,54,4.9,4.8,0.5,4.9,0.139,0.211,0.142,0.534,0.05
