Player,Season,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
Alan Henderson,2001,82,42,1810,8.6,19.4,0.0,0.0,8.6,19.3,5.0,7.8,5.2,6.5,11.7,1.4,1.5,0.8,3.6,4.7,22.2,0.7744018
Alan Henderson,2003,82,3,1494,5.4,11.6,0.0,0.1,5.4,11.5,3.1,4.9,5.5,8.5,14.1,1.4,1.2,1.1,2.2,5.9,13.9,0.7744018
Alan Henderson,2005,75,10,1203,5.0,9.5,0.0,0.1,5.0,9.4,1.8,3.3,7.1,7.9,15.0,0.9,1.2,1.6,2.1,6.4,11.7,0.7744018
Alan Henderson,2006,73,3,531,4.7,9.2,0.0,0.0,4.7,9.2,3.3,4.9,6.0,7.8,13.8,1.0,0.9,1.2,2.2,5.8,12.8,0.7744018
Alan Henderson,2007,56,5,418,5.4,8.5,0.0,0.0,5.4,8.5,4.2,6.0,6.1,7.5,13.5,1.3,1.1,1.5,1.5,7.8,15.1,0.7744018
Alec Burks,2012,14,0,939,8.6,20.0,0.8,2.5,7.7,17.4,5.8,8.0,3.2,4.2,7.4,3.1,1.5,0.3,2.9,4.7,23.8,0.7744018
Alec Burks,2013,43,0,1137,7.6,18.0,1.5,4.3,6.0,13.7,4.3,6.0,1.7,5.0,6.7,4.3,1.6,0.6,3.4,5.3,20.9,0.7744018
Alec Burks,2014,52,12,2193,9.1,19.9,1.2,3.4,7.9,16.5,6.7,8.9,1.4,4.7,6.2,5.1,1.7,0.3,3.6,4.6,26.1,0.7744018
Alec Burks,2016,61,3,797,9.1,22.1,2.1,5.2,6.9,16.9,7.0,9.3,1.1,6.2,7.2,4.2,1.2,0.3,3.4,4.7,27.3,0.7744018
Alec Burks,2017,49,0,653,7.9,19.9,2.0,6.1,5.9,13.8,4.8,6.3,1.4,8.3,9.6,2.4,1.4,0.4,2.8,4.0,22.7,0.7744018
Alec Burks,2018,58,1,1059,8.1,19.6,2.2,6.7,5.8,12.9,5.1,5.9,0.9,8.2,9.1,3.2,1.8,0.4,2.8,3.6,23.4,0.7744018
Alec Burks,2019,73,24,1375,6.8,16.9,2.2,6.0,4.7,10.9,4.1,5.0,1.1,7.3,8.4,4.6,1.4,0.7,2.3,3.2,20.0,0.7744018
Alec Burks,2020,73,19,1754,8.8,21.0,3.2,8.2,5.6,12.8,6.4,7.2,1.3,6.4,7.7,5.2,1.7,0.5,2.5,3.5,27.2,0.7744018
Alec Burks,2021,74,5,1255,8.4,19.9,4.1,9.8,4.3,10.1,4.0,4.7,0.8,8.2,9.0,4.3,1.2,0.6,2.0,4.1,24.8,0.7744018
Alec Burks,2022,65,44,2318,6.2,15.7,3.4,8.4,2.8,7.3,4.7,5.7,1.0,7.6,8.6,5.2,1.8,0.6,2.0,4.6,20.4,0.7744018
Alec Burks,2023,81,8,1122,8.6,19.8,4.3,10.3,4.4,9.5,6.6,8.1,0.8,6.0,6.8,4.9,1.6,0.3,2.5,4.2,28.2,0.7744018
Alec Burks,2024,63,1,1212,8.4,22.9,5.0,13.3,3.5,9.6,5.8,6.7,1.0,5.1,6.0,3.5,1.1,0.5,1.9,3.0,27.7,0.7744018
Alex Caruso,2018,54,7,562,4.3,9.9,1.1,3.7,3.1,6.2,1.8,2.6,1.3,4.3,5.5,6.4,2.0,0.9,3.6,4.4,11.4,0.7744018
Alex Caruso,2020,68,2,1175,4.9,11.8,1.6,4.9,3.2,6.9,2.8,3.8,0.7,4.3,5.0,5.0,2.8,0.7,2.1,4.0,14.1,0.7744018
Alex Caruso,2021,69,6,1216,5.3,12.2,2.2,5.5,3.1,6.7,2.0,3.0,1.2,5.6,6.8,6.4,2.6,0.6,3.0,4.3,14.8,0.7744018
Alex Caruso,2022,70,18,1147,4.3,10.9,1.8,5.4,2.6,5.5,2.5,3.1,1.4,4.9,6.3,7.0,3.0,0.6,2.4,4.5,12.9,0.7744018
Alex Caruso,2023,61,36,1575,4.0,8.8,1.7,4.7,2.3,4.2,1.8,2.3,1.3,4.8,6.1,6.0,3.0,1.4,2.4,4.9,11.6,0.7744018
Alex Caruso,2024,74,57,2040,6.2,13.2,3.3,8.1,2.9,5.1,1.8,2.3,1.5,5.2,6.7,6.0,2.9,1.7,2.5,4.4,17.5,0.7744018
Alex Len,2014,15,3,362,4.6,10.8,0.0,0.0,4.6,10.8,2.8,4.3,5.4,8.3,13.7,0.6,0.6,2.5,3.6,9.4,11.9,0.7744018
Alex Len,2015,34,44,1518,5.9,11.6,0.0,0.1,5.8,11.5,2.4,3.4,4.7,10.2,14.9,1.1,1.1,3.4,2.4,7.0,14.2,0.7744018
Alex Len,2016,54,46,1821,7.1,16.7,0.0,0.2,7.0,16.5,4.7,6.4,4.8,11.1,15.9,2.6,1.0,1.7,3.9,6.2,18.8,0.7744018
Alex Len,2017,66,34,1560,7.1,14.2,0.1,0.4,7.0,13.8,4.6,6.4,4.8,10.9,15.6,1.4,1.2,3.0,3.1,7.4,18.8,0.7744018
Alex Len,2018,69,13,1395,7.3,13.0,0.0,0.1,7.3,12.9,5.4,7.9,6.0,11.8,17.8,2.8,0.9,2.1,2.7,5.4,20.1,0.7744018
Alex Len,2019,68,31,1544,9.6,19.4,2.2,6.1,7.4,13.3,4.2,6.5,4.7,8.0,12.7,2.6,0.8,2.1,2.9,6.0,25.6,0.7744018
Alex Len,2020,76,12,970,8.6,15.5,0.8,2.9,7.8,12.6,3.3,5.1,4.8,10.7,15.6,2.4,1.1,2.3,2.7,6.2,21.2,0.7744018
Alex Len,2021,68,42,979,8.1,13.1,0.4,1.2,7.7,12.0,3.5,5.5,3.7,8.6,12.3,2.3,0.9,3.0,2.6,6.0,20.0,0.7744018
Alex Len,2022,73,10,620,7.3,13.7,0.5,1.6,6.8,12.0,3.2,4.9,4.0,8.5,12.5,3.5,1.0,1.9,3.3,7.8,18.2,0.7744018
Alex Len,2024,82,0,444,5.5,8.9,0.0,0.3,5.5,8.5,2.2,3.7,5.0,9.0,14.0,5.5,1.2,3.6,3.0,7.2,13.1,0.7744018
Alexis Ajinca,2009,15,4,182,7.5,20.6,0.0,0.6,7.5,20.0,6.0,8.4,2.7,6.3,9.0,0.9,2.1,1.8,3.6,10.2,20.9,0.7744018
Alexis Ajinca,2011,41,2,340,9.0,20.3,1.8,5.2,7.2,15.1,2.0,2.7,2.6,9.3,11.9,1.5,1.7,2.9,2.7,11.1,21.8,0.7744018
Alexis Ajinca,2014,68,30,951,7.4,13.6,0.0,0.1,7.4,13.6,3.1,3.7,5.1,10.0,15.2,2.2,1.3,2.5,3.4,10.2,18.0,0.7744018
Alexis Ajinca,2015,65,8,957,9.9,18.1,0.0,0.0,9.9,18.1,4.4,5.4,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,0.7744018
Alexis Ajinca,2016,75,17,861,8.6,18.1,0.0,0.1,8.6,18.1,3.0,3.6,4.3,11.2,15.5,1.8,1.1,2.1,3.1,7.7,20.3,0.7744018
Alexis Ajinca,2017,70,15,584,7.5,14.9,0.0,0.3,7.5,14.6,2.4,3.4,3.9,11.0,14.8,1.0,1.7,1.8,2.6,6.5,17.4,0.7744018
Allan Houston,1998,75,82,2848,10.9,24.4,1.6,4.1,9.3,20.3,5.4,6.4,0.8,4.4,5.2,4.1,1.2,0.5,3.8,4.0,28.8,0.7744018
Allan Houston,1999,82,50,1815,9.0,21.4,1.7,4.3,7.2,17.1,5.1,5.9,0.6,4.0,4.6,4.2,1.1,0.3,4.0,3.5,24.8,0.7744018
Allan Houston,2000,66,82,3169,10.4,21.6,1.8,4.1,8.6,17.5,4.8,5.7,0.6,4.0,4.6,3.8,1.1,0.2,3.2,3.7,27.4,0.7744018
Allan Houston,2001,82,78,2858,10.5,23.4,1.9,4.9,8.6,18.5,5.4,5.9,0.4,5.1,5.5,3.4,1.0,0.2,3.1,3.7,28.3,0.7744018
Allan Houston,2002,80,77,2914,10.4,23.9,2.5,6.4,7.9,17.5,5.4,6.2,0.7,3.9,4.6,3.5,1.0,0.2,3.1,3.3,28.8,0.7744018
Allan Houston,2003,79,82,3108,11.1,24.9,3.0,7.7,8.1,17.3,6.2,6.7,0.4,3.5,3.9,3.7,0.9,0.1,3.0,3.3,31.4,0.7744018
Allan Houston,2004,78,50,1799,10.1,23.3,2.6,6.0,7.5,17.3,4.7,5.1,0.6,3.0,3.6,3.0,1.1,0.1,3.0,3.1,27.5,0.7744018
Allen Crabbe,2015,40,9,683,4.7,11.4,2.2,6.3,2.5,5.1,0.9,1.2,0.5,4.9,5.4,2.9,1.4,1.1,1.1,5.5,12.5,0.7744018
Allen Crabbe,2016,52,8,2105,7.4,16.1,2.7,6.8,4.7,9.3,2.3,2.7,0.6,4.5,5.1,2.4,1.5,0.4,1.5,4.6,19.8,0.7744018
Allen Crabbe,2017,71,7,2254,6.7,14.3,3.0,6.7,3.7,7.6,2.3,2.7,0.4,4.6,5.0,2.1,1.2,0.4,1.4,3.8,18.6,0.7744018
Allen Crabbe,2018,73,68,2197,7.4,18.3,4.4,11.8,3.0,6.5,2.5,3.0,0.6,6.5,7.2,2.6,1.0,0.8,1.7,3.7,21.9,0.7744018
Allen Crabbe,2019,75,20,1133,5.8,15.7,4.1,10.9,1.6,4.8,1.7,2.4,0.7,5.5,6.2,1.9,1.0,0.5,1.9,4.3,17.4,0.7744018
Allen Crabbe,2020,62,1,653,4.5,12.6,2.6,8.5,1.9,4.1,0.7,1.0,0.8,4.7,5.5,2.4,1.1,0.3,1.2,3.4,12.3,0.7744018
Allen Iverson*,1998,41,80,3150,10.9,23.7,1.2,4.0,9.8,19.7,6.6,9.0,1.4,3.5,5.0,8.3,3.0,0.4,4.1,3.4,29.6,0.7744018
Allen Iverson*,1999,67,48,1990,11.8,28.7,1.6,5.4,10.3,23.3,9.7,12.9,1.8,4.6,6.4,6.1,3.0,0.2,4.5,2.7,34.9,0.7744018
Allen Iverson*,2000,54,70,2853,13.2,31.5,1.6,4.7,11.6,26.7,8.0,11.3,1.3,3.6,4.8,6.0,2.6,0.1,4.2,2.9,36.1,0.7744018
Allen Iverson*,2001,69,71,2979,13.6,32.2,1.7,5.4,11.8,26.8,10.4,12.8,0.9,4.0,4.9,5.8,3.2,0.4,4.2,2.6,39.3,0.7744018
Allen Iverson*,2002,73,59,2622,13.7,34.4,1.6,5.5,12.1,28.9,9.8,12.0,0.9,4.6,5.5,6.8,3.5,0.3,4.9,2.1,38.8,0.7744018
Allen Iverson*,2003,71,82,3485,12.1,29.2,1.3,4.6,10.8,24.7,8.6,11.1,1.0,4.2,5.2,6.8,3.4,0.2,4.3,2.2,34.1,0.7744018
Allen Iverson*,2004,82,47,2040,11.6,30.1,1.5,5.3,10.1,24.8,9.1,12.2,0.9,3.8,4.8,8.7,3.1,0.1,5.6,2.3,33.8,0.7744018
Allen Iverson*,2005,65,75,3174,12.3,29.0,1.7,5.4,10.6,23.6,10.4,12.5,0.8,3.9,4.8,9.5,2.9,0.1,5.5,2.2,36.7,0.7744018
Allen Iverson*,2006,78,72,3103,13.6,30.4,1.2,3.7,12.4,26.7,11.3,13.8,0.7,3.1,3.9,8.9,2.3,0.2,4.1,2.0,39.7,0.7744018
Allen Iverson*,2007,77,64,2761,10.5,23.8,1.1,3.6,9.4,20.2,8.8,11.1,0.4,3.1,3.5,8.5,2.2,0.2,4.9,1.7,31.0,0.7744018
Allen Iverson*,2008,70,82,3424,10.0,21.9,1.3,3.9,8.7,18.0,9.1,11.2,0.7,2.8,3.4,8.2,2.2,0.2,3.4,1.5,30.4,0.7744018
Allen Iverson*,2009,75,53,2093,9.2,21.9,0.7,2.6,8.4,19.3,7.1,9.1,0.8,3.8,4.6,7.4,2.3,0.2,3.8,2.3,26.2,0.7744018
Alonzo Gee,2011,54,34,1118,5.6,12.2,0.8,2.4,4.8,9.8,3.3,4.2,2.9,5.5,8.4,1.8,1.8,0.8,2.5,4.3,15.3,0.7744018
Alonzo Gee,2012,58,31,1827,6.5,15.9,1.3,3.9,5.3,11.9,4.8,6.1,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,0.7744018
Alonzo Gee,2013,65,82,2541,6.2,15.2,1.4,4.5,4.8,10.7,3.3,4.2,1.5,5.0,6.6,2.7,2.2,0.6,2.7,4.1,17.2,0.7744018
Alonzo Gee,2014,78,24,1020,5.0,11.9,1.0,2.9,4.0,9.0,2.2,3.1,1.8,5.8,7.5,2.4,2.0,0.8,2.2,4.9,13.0,0.7744018
Alonzo Gee,2015,73,2,662,6.6,14.1,1.0,2.7,5.6,11.4,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.7744018
Alonzo Gee,2016,68,38,1632,4.0,7.7,0.5,1.8,3.5,5.9,1.3,2.0,1.8,5.6,7.4,2.2,1.9,0.4,1.7,5.1,9.9,0.7744018
Alonzo Mourning*,1998,82,56,1939,11.3,20.6,0.0,0.0,11.3,20.6,8.7,13.1,5.4,10.3,15.7,1.5,1.1,3.7,5.0,5.9,31.4,0.7744018
Alonzo Mourning*,1999,70,46,1753,10.5,20.5,0.0,0.1,10.5,20.4,8.9,13.7,5.4,11.0,16.4,2.4,1.1,5.8,4.5,5.2,29.8,0.7744018
Alonzo Mourning*,2000,64,78,2748,12.7,23.1,0.0,0.1,12.7,23.0,8.1,11.3,4.2,10.5,14.7,2.4,0.8,5.7,4.2,6.0,33.5,0.7744018
Alonzo Mourning*,2002,82,74,2455,10.0,19.4,0.0,0.1,10.0,19.3,6.3,9.6,4.1,10.1,14.1,1.9,0.6,4.2,4.1,5.8,26.3,0.7744018
Alonzo Mourning*,2005,61,17,702,7.6,16.2,0.0,0.0,7.6,16.2,6.3,10.7,4.0,11.1,15.1,1.4,0.6,5.6,4.3,6.3,21.5,0.7744018
Alonzo Mourning*,2006,45,20,1302,7.6,12.7,0.0,0.0,7.6,12.6,5.4,9.0,5.0,9.4,14.5,0.4,0.5,7.0,3.2,7.1,20.5,0.7744018
Alonzo Mourning*,2007,56,43,1572,8.1,14.4,0.0,0.0,8.1,14.4,6.3,10.5,4.3,7.6,11.9,0.6,0.4,6.0,4.4,7.4,22.4,0.7744018
Alvin Williams,1998,54,13,1071,6.2,14.0,0.4,1.4,5.7,12.6,3.2,4.5,1.2,2.8,4.0,5.1,1.9,0.1,2.9,3.9,16.0,0.7744018
Alvin Williams,1999,57,45,1051,4.9,12.2,0.7,2.2,4.2,10.0,2.3,2.7,1.0,3.2,4.2,6.7,2.6,0.6,2.9,4.8,12.8,0.7744018
Alvin Williams,2000,59,28,779,7.6,19.1,1.1,3.7,6.5,15.5,3.2,4.3,1.8,3.9,5.7,8.4,2.3,0.7,3.1,5.2,19.5,0.7744018
Alvin Williams,2001,65,34,2394,7.3,16.9,0.7,2.4,6.5,14.5,2.4,3.2,1.1,3.6,4.7,9.0,2.7,0.6,2.3,3.8,17.7,0.7744018
Alvin Williams,2002,82,82,2927,7.4,17.9,1.1,3.6,6.3,14.4,1.9,2.6,1.1,4.1,5.2,8.6,2.5,0.5,2.8,3.5,17.9,0.7744018
Alvin Williams,2003,82,78,2638,8.0,18.3,1.0,3.0,7.0,15.4,3.8,4.8,1.1,3.8,5.0,8.4,2.2,0.4,2.6,3.4,20.8,0.7744018
Alvin Williams,2004,80,54,1730,6.4,15.9,0.8,2.8,5.6,13.0,2.1,2.7,0.6,4.2,4.8,7.2,1.8,0.3,2.5,3.6,15.8,0.7744018
Amar'e Stoudemire,2003,14,71,2570,8.0,16.9,0.0,0.2,8.0,16.7,6.5,9.9,5.1,9.6,14.7,1.6,1.3,1.8,3.9,5.5,22.6,0.7744018
Amar'e Stoudemire,2004,54,53,2025,10.5,22.1,0.0,0.1,10.5,22.0,7.9,11.1,4.0,8.7,12.7,2.0,1.6,2.3,4.5,4.8,29.0,0.7744018
Amar'e Stoudemire,2005,47,80,2889,12.9,23.1,0.1,0.3,12.9,22.9,10.1,13.8,3.8,8.6,12.4,2.3,1.3,2.3,3.3,4.8,36.0,0.7744018
Amar'e Stoudemire,2007,61,78,2689,11.3,19.7,0.0,0.1,11.3,19.6,8.5,10.9,4.1,10.5,14.7,1.6,1.5,2.1,4.3,5.5,31.2,0.7744018
Amar'e Stoudemire,2008,75,79,2677,13.2,22.5,0.1,0.6,13.2,21.9,10.3,12.8,3.3,10.0,13.3,2.2,1.2,3.0,3.2,5.5,36.9,0.7744018
Amar'e Stoudemire,2009,77,53,1948,10.4,19.2,0.1,0.2,10.3,19.1,8.3,9.9,3.0,8.1,11.0,2.7,1.3,1.5,3.9,4.2,29.1,0.7744018
Amar'e Stoudemire,2010,67,82,2838,12.5,22.4,0.0,0.1,12.5,22.3,8.6,11.2,4.1,8.9,13.0,1.5,0.9,1.5,3.8,5.0,33.6,0.7744018
Amar'e Stoudemire,2011,82,78,2870,13.0,25.9,0.2,0.4,12.8,25.5,8.3,10.4,3.5,7.7,11.1,3.5,1.2,2.6,4.4,4.8,34.5,0.7744018
Amar'e Stoudemire,2012,80,47,1543,10.6,21.8,0.2,0.7,10.4,21.1,6.2,8.1,3.5,8.7,12.3,1.7,1.3,1.5,3.7,4.6,27.5,0.7744018
Amar'e Stoudemire,2014,82,21,1466,11.3,20.2,0.0,0.0,11.3,20.2,5.4,7.4,4.1,7.5,11.6,1.2,0.8,1.3,3.3,5.8,28.0,0.7744018
Amar'e Stoudemire,2015,70,15,1245,11.4,20.4,0.0,0.2,11.4,20.3,5.6,7.8,4.6,9.1,13.7,1.9,1.2,1.6,3.3,6.7,28.4,0.7744018
Amar'e Stoudemire,2016,63,36,762,8.4,14.9,0.0,0.0,8.4,14.9,3.4,4.5,4.4,10.6,14.9,1.8,1.2,2.8,3.2,6.2,20.2,0.7744018
Amir Coffey,2021,54,1,394,5.7,12.9,2.9,7.0,2.8,5.9,3.4,4.8,1.3,4.3,5.5,2.8,1.3,0.0,1.9,3.8,17.6,0.7744018
Amir Coffey,2022,52,30,1567,6.6,14.6,3.0,7.9,3.6,6.6,3.2,3.7,0.8,5.3,6.2,3.9,1.2,0.5,1.4,2.7,19.4,0.7744018
Amir Coffey,2023,68,9,625,4.4,11.4,0.9,3.1,3.5,8.2,3.8,4.9,1.3,2.8,4.2,4.2,0.5,0.4,1.6,3.9,13.5,0.7744018
Amir Coffey,2024,62,13,1460,5.6,11.9,2.4,6.2,3.2,5.7,2.1,2.4,1.0,4.0,5.0,2.6,1.4,0.5,1.1,3.4,15.7,0.7744018
Amir Johnson,2008,15,0,764,6.6,11.9,0.0,0.0,6.6,11.9,2.7,4.0,6.3,10.7,16.9,2.1,1.7,5.9,2.8,10.1,15.9,0.7744018
Amir Johnson,2009,44,24,911,5.9,9.9,0.0,0.0,5.9,9.9,1.4,2.1,6.2,7.9,14.1,1.2,1.2,3.6,2.0,10.4,13.2,0.7744018
Amir Johnson,2010,51,5,1453,7.4,11.9,0.0,0.1,7.4,11.7,3.4,5.3,5.5,8.6,14.0,1.7,1.6,2.3,2.2,9.1,18.1,0.7744018
Amir Johnson,2011,68,54,1853,7.8,13.8,0.0,0.0,7.8,13.8,3.5,4.5,5.3,7.6,12.9,2.3,1.5,2.5,1.9,7.3,19.2,0.7744018
Amir Johnson,2012,66,43,1553,6.8,11.8,0.1,0.2,6.7,11.6,2.0,2.9,5.2,9.0,14.1,2.7,1.1,2.4,3.3,7.2,15.7,0.7744018
Amir Johnson,2013,66,38,2325,7.7,13.8,0.1,0.3,7.6,13.5,3.1,4.3,5.2,8.8,14.0,2.8,1.8,2.5,2.7,6.9,18.6,0.7744018
Amir Johnson,2014,78,72,2214,8.1,14.4,0.5,1.6,7.6,12.9,2.1,3.4,4.1,7.9,11.9,2.7,1.3,2.1,2.9,6.4,18.9,0.7744018
Amir Johnson,2015,79,72,1979,7.8,13.6,0.5,1.2,7.3,12.4,2.1,3.4,4.2,7.8,11.9,3.1,1.1,1.5,2.9,5.9,18.1,0.7744018
Amir Johnson,2016,78,76,1800,6.7,11.5,0.3,1.2,6.5,10.4,1.9,3.3,4.8,8.9,13.7,3.7,1.4,2.2,2.5,5.8,15.6,0.7744018
Amir Johnson,2017,80,77,1608,6.6,11.4,0.8,2.0,5.7,9.4,2.1,3.1,3.6,7.6,11.3,4.3,1.6,1.9,2.4,6.5,16.0,0.7744018
Amir Johnson,2018,81,18,1171,5.8,10.7,0.4,1.3,5.3,9.4,2.1,3.5,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14.0,0.7744018
Amir Johnson,2019,78,6,529,7.1,14.0,1.1,3.6,6.0,10.4,2.8,3.7,4.2,8.9,13.1,5.4,1.4,1.2,4.0,8.8,17.9,0.7744018
Anderson Varejao,2005,41,0,863,6.1,12.0,0.0,0.1,6.1,11.8,4.2,7.9,6.8,9.2,15.9,1.7,2.5,2.4,1.6,7.6,16.5,0.7744018
Anderson Varejao,2006,54,4,760,5.6,10.5,0.0,0.1,5.6,10.5,4.3,8.4,5.4,11.1,16.5,1.3,2.2,1.3,1.9,8.3,15.4,0.7744018
Anderson Varejao,2007,54,6,1932,5.2,11.0,0.0,0.2,5.2,10.7,4.5,7.3,5.2,9.7,14.9,2.1,2.1,1.4,1.8,7.4,15.0,0.7744018
Anderson Varejao,2008,74,13,1320,5.5,11.9,0.0,0.1,5.5,11.8,2.0,3.3,5.4,10.7,16.1,2.1,1.5,1.0,2.4,5.4,12.9,0.7744018
Anderson Varejao,2009,61,42,2306,6.3,11.8,0.0,0.0,6.3,11.8,3.6,5.9,3.9,9.7,13.6,1.9,1.8,1.5,1.9,5.6,16.3,0.7744018
Anderson Varejao,2010,81,7,2166,6.5,11.3,0.0,0.1,6.5,11.2,2.8,4.2,4.6,9.4,14.0,2.1,1.7,1.6,1.6,5.4,15.8,0.7744018
Anderson Varejao,2011,79,31,994,5.9,11.2,0.0,0.1,5.9,11.1,2.8,4.2,5.1,10.5,15.6,2.3,1.4,2.0,2.1,4.5,14.6,0.7744018
Anderson Varejao,2014,82,29,1800,6.5,13.1,0.0,0.2,6.5,12.9,2.6,3.9,5.4,12.7,18.0,4.0,2.0,1.1,2.1,4.7,15.6,0.7744018
Anderson Varejao,2016,68,0,496,5.4,12.6,0.0,0.1,5.4,12.5,3.2,5.1,3.7,10.5,14.3,3.5,1.6,1.0,2.2,7.1,14.0,0.7744018
Andray Blatche,2007,14,13,682,6.4,14.7,0.3,2.0,6.1,12.7,2.2,3.7,5.8,8.5,14.3,2.9,1.3,2.4,3.7,7.0,15.4,0.7744018
Andray Blatche,2008,41,15,1675,8.1,17.2,0.1,0.4,8.0,16.8,3.4,4.9,5.3,8.4,13.6,2.9,1.7,3.7,3.6,8.3,19.8,0.7744018
Andray Blatche,2009,61,36,1703,9.2,19.5,0.2,0.7,9.0,18.9,3.5,5.0,3.9,7.8,11.7,3.7,1.6,2.3,3.6,6.5,22.1,0.7744018
Andray Blatche,2010,62,36,2256,11.1,23.2,0.3,1.0,10.8,22.2,4.0,5.4,3.7,8.1,11.8,3.9,2.0,1.6,4.2,5.1,26.5,0.7744018
Andray Blatche,2011,71,63,2172,10.0,22.5,0.1,0.4,9.9,22.1,5.2,6.7,4.3,8.1,12.4,3.4,2.3,1.2,4.1,4.3,25.3,0.7744018
Andray Blatche,2013,75,8,1555,12.0,23.5,0.1,0.8,11.9,22.7,5.1,7.5,5.6,8.9,14.5,3.0,3.0,1.9,4.3,5.7,29.3,0.7744018
Andray Blatche,2014,82,7,1618,10.4,21.9,0.5,1.8,9.9,20.1,5.3,7.2,3.9,8.8,12.7,3.6,2.4,1.2,3.6,5.4,26.6,0.7744018
Andre Drummond,2013,6,10,1243,8.8,14.5,0.0,0.1,8.8,14.5,2.5,6.8,7.2,12.2,19.4,1.3,2.5,4.0,2.4,6.1,20.2,0.7744018
Andre Drummond,2014,37,81,2619,9.2,14.8,0.0,0.0,9.2,14.8,2.6,6.3,8.5,12.2,20.7,0.7,2.0,2.5,2.1,5.3,21.1,0.7744018
Andre Drummond,2015,54,82,2502,10.2,19.9,0.0,0.0,10.2,19.8,2.9,7.5,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,0.7744018
Andre Drummond,2016,61,81,2666,10.5,20.1,0.0,0.1,10.4,20.0,3.9,11.1,7.5,15.2,22.7,1.3,2.3,2.1,2.9,4.6,24.9,0.7744018
Andre Drummond,2017,67,81,2409,10.1,19.1,0.0,0.1,10.1,19.0,2.9,7.4,7.2,16.1,23.4,1.9,2.6,1.9,3.2,5.0,23.2,0.7744018
Andre Drummond,2018,71,78,2625,8.9,16.7,0.0,0.2,8.9,16.5,4.5,7.5,7.6,16.1,23.7,4.5,2.2,2.4,3.8,4.8,22.3,0.7744018
Andre Drummond,2019,73,79,2647,10.4,19.6,0.1,0.7,10.4,18.9,4.5,7.7,7.9,15.1,22.9,2.1,2.5,2.6,3.3,5.1,25.5,0.7744018
Andre Drummond,2020,77,56,1879,10.9,20.5,0.1,0.9,10.8,19.6,4.4,7.7,6.5,16.1,22.6,4.0,2.8,2.4,5.3,5.3,26.4,0.7744018
Andre Drummond,2021,69,46,1242,11.1,22.6,0.0,0.3,11.1,22.3,4.9,8.1,6.6,15.2,21.8,3.7,2.5,1.9,4.9,5.9,27.1,0.7744018
Andre Drummond,2022,64,36,1437,8.5,14.9,0.0,0.1,8.5,14.8,3.0,5.6,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,0.7744018
Andre Drummond,2023,77,0,849,9.5,15.7,0.0,0.2,9.5,15.5,3.8,7.2,7.9,17.6,25.5,1.9,2.6,1.5,4.3,6.7,22.9,0.7744018
Andre Drummond,2024,74,10,1351,9.9,17.7,0.0,0.1,9.9,17.6,4.8,8.0,9.8,16.3,26.1,1.4,2.7,1.8,3.0,5.2,24.5,0.7744018
Andre Iguodala,2005,27,82,2686,5.1,10.3,0.9,2.7,4.2,7.6,2.9,4.0,1.7,7.1,8.7,4.6,2.6,0.9,2.6,3.8,13.9,0.7744018
Andre Iguodala,2006,61,82,3086,5.8,11.5,0.9,2.7,4.8,8.9,4.4,5.9,2.0,6.1,8.1,4.3,2.3,0.4,2.6,3.3,16.9,0.7744018
Andre Iguodala,2007,68,76,3062,7.7,17.1,0.8,2.7,6.8,14.4,7.8,9.5,1.3,6.2,7.5,7.5,2.6,0.6,4.5,3.5,24.0,0.7744018
Andre Iguodala,2008,68,82,3242,9.5,20.9,1.7,5.0,7.9,15.9,6.0,8.3,1.4,5.9,7.3,6.4,2.8,0.8,3.5,3.1,26.7,0.7744018
Andre Iguodala,2009,75,82,3269,8.8,18.7,1.3,4.3,7.5,14.5,6.2,8.5,1.5,6.2,7.7,7.1,2.1,0.6,3.6,2.5,25.2,0.7744018
Andre Iguodala,2010,78,82,3193,8.1,18.4,1.5,5.0,6.6,13.4,5.2,7.1,1.3,7.3,8.7,7.7,2.3,0.9,3.6,2.4,23.0,0.7744018
Andre Iguodala,2011,82,67,2469,7.2,16.1,1.3,3.8,5.9,12.3,4.4,6.4,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20.0,0.7744018
Andre Iguodala,2012,74,62,2209,7.0,15.3,1.8,4.7,5.1,10.6,2.9,4.7,1.4,7.9,9.2,8.2,2.6,0.7,2.8,2.2,18.7,0.7744018
Andre Iguodala,2013,72,80,2779,7.2,16.0,1.7,5.2,5.5,10.8,2.8,4.9,1.5,6.2,7.7,7.9,2.5,0.9,3.7,2.3,18.9,0.7744018
Andre Iguodala,2014,81,63,2040,5.4,11.2,1.5,4.3,3.9,6.9,2.1,3.2,1.3,5.9,7.2,6.4,2.3,0.4,2.4,2.5,14.4,0.7744018
