PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,player_name
1631096,2024-25,00,1610612760,OKC,22.0,1,1,36.0,11,18,0.611,0,5,0.0,3,5,0.6,4,10,14,5,2,4,2,2,25,Chet Holmgren
201143,2024-25,00,1610612738,BOS,38.0,2,2,46.0,4,9,0.444,3,6,0.5,0,0,0.0,1,7,8,6,1,1,2,2,11,Al Horford
1629659,2024-25,00,1610612741,CHI,23.0,2,0,9.0,0,1,0.0,0,0,0.0,0,2,0.0,0,2,2,1,0,0,1,0,0,Talen Horton-Tucker
1631216,2024-25,00,1610612753,ORL,21.0,1,0,5.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,Caleb Houstan
1641724,2024-25,00,1610612753,ORL,21.0,2,0,7.0,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,3,Jett Howard
1628989,2024-25,00,1610612758,SAC,26.0,1,1,20.0,1,4,0.25,0,3,0.0,0,0,0.0,0,4,4,0,0,0,0,2,2,Kevin Huerter
1630643,2024-25,00,1610612763,MEM,27.0,2,0,38.0,7,13,0.538,5,9,0.556,2,2,1.0,2,6,8,2,2,4,0,4,21,Jay Huff
1629631,2024-25,00,1610612737,ATL,26.0,2,2,59.0,10,24,0.417,4,10,0.4,12,13,0.923,2,11,13,4,2,1,0,9,36,De'Andre Hunter
204060,2024-25,00,1610612750,MIN,37.0,2,0,12.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,2,0,Joe Ingles
1627742,2024-25,00,1610612740,NOP,27.0,2,2,67.0,21,43,0.488,7,14,0.5,5,6,0.833,4,11,15,6,4,2,5,7,54,Brandon Ingram
202681,2024-25,00,1610612742,DAL,32.0,1,1,27.0,6,17,0.353,3,7,0.429,0,0,0.0,1,2,3,2,2,1,0,1,15,Kyrie Irving
1628371,2024-25,00,1610612753,ORL,27.0,1,0,11.0,1,4,0.25,1,2,0.5,0,2,0.0,2,1,3,0,1,2,0,1,3,Jonathan Isaac
1631093,2024-25,00,1610612765,DET,22.0,2,2,60.0,13,29,0.448,2,7,0.286,11,15,0.733,4,6,10,8,1,0,3,7,39,Jaden Ivey
1630543,2024-25,00,1610612754,IND,22.0,1,0,15.0,5,6,0.833,0,0,0.0,0,2,0.0,2,3,5,2,1,0,2,3,10,Isaiah Jackson
1631245,2024-25,00,1610612754,IND,26.0,1,0,4.0,0,1,0.0,0,1,0.0,2,2,1.0,1,0,1,2,1,0,0,1,2,Quenton Jackson
202704,2024-25,00,1610612755,PHI,34.0,1,0,3.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,Reggie Jackson
1641748,2024-25,00,1610612749,MIL,22.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Andre Jackson Jr.
1631218,2024-25,00,1610612744,GSW,24.0,2,2,42.0,11,11,1.0,0,0,0.0,4,5,0.8,4,9,13,4,1,0,1,4,26,Trayce Jackson-Davis
2544,2024-25,00,1610612747,LAL,39.0,2,2,69.0,14,29,0.483,3,9,0.333,6,9,0.667,0,9,9,12,0,2,4,4,37,LeBron James
1631170,2024-25,00,1610612748,MIA,23.0,1,0,19.0,4,9,0.444,2,2,1.0,3,5,0.6,2,3,5,3,0,0,2,4,13,Jaime Jaquez Jr.
1629660,2024-25,00,1610612739,CLE,27.0,2,0,35.0,10,13,0.769,2,3,0.667,5,6,0.833,2,2,4,10,3,0,3,1,27,Ty Jerome
1630198,2024-25,00,1610612760,OKC,25.0,1,1,20.0,3,10,0.3,1,6,0.167,0,0,0.0,1,1,2,1,0,0,0,0,7,Isaiah Joe
1629661,2024-25,00,1610612751,BKN,28.0,2,2,67.0,8,22,0.364,3,16,0.188,7,9,0.778,1,5,6,2,1,2,2,7,26,Cameron Johnson
1630552,2024-25,00,1610612737,ATL,22.0,2,2,78.0,8,24,0.333,1,7,0.143,10,17,0.588,3,14,17,7,5,3,8,8,27,Jalen Johnson
201949,2024-25,00,1610612754,IND,37.0,1,0,4.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,0,2,James Johnson
1629640,2024-25,00,1610612759,SAS,25.0,1,0,25.0,3,9,0.333,1,3,0.333,0,0,0.0,0,4,4,2,0,0,2,0,7,Keldon Johnson
1630553,2024-25,00,1610612751,BKN,22.0,1,0,2.0,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,Keon Johnson
203999,2024-25,00,1610612743,DEN,29.0,1,1,35.0,6,13,0.462,1,3,0.333,3,4,0.75,4,8,12,13,2,1,3,3,16,Nikola Jokic
1630529,2024-25,00,1610612740,NOP,26.0,2,2,62.0,5,15,0.333,0,6,0.0,0,0,0.0,2,3,5,3,4,1,2,4,10,Herbert Jones
1630200,2024-25,00,1610612759,SAS,24.0,1,0,16.0,0,2,0.0,0,0,0.0,3,4,0.75,1,0,1,3,1,0,0,0,3,Tre Jones
1626145,2024-25,00,1610612756,PHX,28.0,2,2,67.0,10,18,0.556,3,9,0.333,2,2,1.0,0,4,4,12,3,1,2,0,25,Tyus Jones
1627884,2024-25,00,1610612746,LAC,27.0,1,1,29.0,5,6,0.833,2,2,1.0,0,0,0.0,2,2,4,1,2,0,2,4,12,Derrick Jones Jr.
202709,2024-25,00,1610612753,ORL,33.0,1,0,5.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Cory Joseph
1631107,2024-25,00,1610612748,MIA,21.0,1,1,24.0,7,15,0.467,1,7,0.143,0,1,0.0,1,4,5,1,1,1,1,4,15,Nikola Jovic
1631117,2024-25,00,1610612762,UTA,23.0,2,2,50.0,7,8,0.875,0,0,0.0,4,5,0.8,9,14,23,3,1,6,4,3,18,Walker Kessler
1630557,2024-25,00,1610612764,WAS,25.0,1,0,24.0,3,6,0.5,0,3,0.0,0,0,0.0,0,5,5,3,0,0,1,2,6,Corey Kispert
